class,image_path,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21
im_Superficial-Intermediate,/content/sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/CROPPED/058_03.bmp,207.22706611570248,0.0254639442553881,0.0931941028967522,-11420.556199151231,6.499879059260016,28.740406427889237,208.0,160.17960743801652,0.0271301247771836,0.1123588598758804,10798.79009110558,7.034711842724526,34.091121112232,158.0,178.60530991735538,0.0229212445308702,0.1215710047890265,-122839.36628503492,6.761503466843365,50.25717193902687,206.0,171.0524173553719
im_Superficial-Intermediate,/content/sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/CROPPED/041_04.bmp,173.08177685950417,0.0253258791119753,0.0710787766637493,-8154.847147987727,6.882715588048535,31.23587030221801,176.0,133.6936776859504,0.0261239669421487,0.0484020076265788,-3475.1718552629395,6.6030549520154285,25.90195215263902,135.0,234.98993801652887,0.0223291200777831,0.0343772701203949,-8496.787155437549,5.106995113996554,13.344347628584984,238.0,168.4749173553719
im_Superficial-Intermediate,/content/sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/CROPPED/123_03.bmp,175.64737603305784,0.0166789823367363,0.0250703501509059,-3197.2917595564286,6.259389726412507,20.18083984461018,176.0,152.89545454545456,0.0183529411764705,0.0898634025393623,-17154.37894102181,6.4695299538384266,27.406249287343204,156.0,152.7536570247934,0.0141818181818181,0.0493858389067934,-3042.67908826216,6.608052556100352,26.861674229490863,152.0,155.45181818181817
im_Superficial-Intermediate,/content/sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/CROPPED/004_04.bmp,149.9006611570248,0.0222702965483714,0.0338290789108158,1391.1003484781554,6.224722671955328,24.904294652225246,144.0,130.30022727272728,0.0206765516123804,0.0402729271755171,4655.081784507884,6.376656995187781,29.60809666929131,122.0,125.25438016528926,0.0188687408847836,0.0489102651825234,5104.555903566051,6.342217872497773,28.55068353649224,117.0,131.02630165289256
im_Superficial-Intermediate,/content/sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/CROPPED/102_06.bmp,180.06648760330577,0.0241758223950737,0.0875605092812962,-6346.798214686504,6.368411233819348,22.71651656511517,178.0,155.16613636363635,0.0264869551126235,0.1908468683898757,-22162.78176909063,6.55949094181508,29.42895180759589,154.0,155.29460743801653,0.020762275157997,0.1198806049703019,-975.6972982172856,6.702672681727539,29.216174265103056,151.0,158.04502066115705
im_Superficial-Intermediate,/content/sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/CROPPED/075_01.bmp,233.20964876033057,0.0196177280829687,0.0483212562423103,-24014.09325526585,5.246188984998965,23.827615972532417,238.0,206.51935950413224,0.0248669583535893,0.0880015719698676,-25358.744433395936,6.362745979139635,34.63990433469812,205.0,187.02545454545452,0.0231155404310484,0.0929798125949805,-12426.150723588302,6.699778828330334,33.90166828338532,180.0,203.7375
im_Superficial-Intermediate,/content/sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/CROPPED/007_12.bmp,149.8420661157025,0.0223210176632636,0.0450301760620027,-810.7154182237134,6.201733292666607,24.042012450569,145.0,124.95169421487604,0.0207566034678334,0.0574146127492831,2220.3854425097406,6.406193180743252,29.08974041014522,116.0,117.87873966942148,0.0185216334467671,0.0581281325787453,1370.8426794232576,6.773884393012579,33.440964178510555,113.0,125.67504132231404
im_Superficial-Intermediate,/content/sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/CROPPED/009_03.bmp,102.44092975206613,0.0219938421649651,0.0266121093433462,1580.2283563006515,5.890308327174632,16.453765123486686,102.0,80.34247933884298,0.0205919624047966,0.0278897097028371,2135.769650669644,5.720773127372748,15.602595052274976,80.0,149.33907024793388,0.0196755793226381,0.0266665694597247,-3475.12855736548,5.301103383913729,11.748255117638312,150.0,103.49126033057853
im_Superficial-Intermediate,/content/sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/CROPPED/027_05.bmp,245.4502479338843,0.0152587911197536,0.051654886758756,-18407.98281799533,3.651009453348239,18.599343606244734,255.0,206.52504132231405,0.0306473829201102,0.0851119457907405,-21355.391184621705,6.5894049646246735,28.34872701454864,209.0,206.00440082644627,0.0249429590017825,0.0507202485366222,-21514.008177815576,5.623426545492083,18.56118765715968,210.0,210.8092355371901
im_Superficial-Intermediate,/content/sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/CROPPED/012_03.bmp,253.3187603305785,0.0014913304164641,0.0246155636566567,-8274.61181183592,0.6716637895670279,10.35773373137177,255.0,193.70378099173556,0.0265414033381947,0.0912008552744012,-25347.6096485033,6.452674004738132,31.1570349789467,189.0,128.36851239669423,0.0195486955112623,0.0545001823557056,-9301.37274037053,6.390168195617696,30.634018393136135,139.0,180.9639256198347
im_Superficial-Intermediate,/content/sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/CROPPED/083_06.bmp,225.25219008264463,0.0271451952681899,0.1021643239123338,-25020.718286341784,5.96157344979714,28.635611017473224,233.0,192.27539256198347,0.0301404958677686,0.1351102691580432,-8129.349409772864,6.815026763536008,36.52668001819602,193.0,172.58880165289256,0.0273101604278074,0.1294968710292282,-54180.93719150027,7.178575287951801,47.16907918988684,191.0,190.15059917355373
im_Superficial-Intermediate,/content/sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/CROPPED/029_02.bmp,207.91464876033055,0.0183603953978285,0.0785588426301163,-2386.153773074027,5.795871398030084,36.876381726187205,200.0,185.85111570247932,0.025284232701345,0.0944878742093456,17807.123608540238,6.869665375420492,40.90552134420436,172.0,188.52607438016528,0.0212437206287473,0.0970992514804388,-46241.48929344032,6.695037905857691,35.67290076587996,200.0,189.16820247933885
im_Superficial-Intermediate,/content/sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/CROPPED/020_10.bmp,180.7829958677686,0.0317015070491006,0.0604703297676062,-1668.3765882165478,6.694806300939837,27.37262228082849,180.0,132.68452479338842,0.0312576567817209,0.0863952263192429,-1029.6088889445512,6.755282870451293,30.46511078913079,132.0,118.02551652892562,0.0245681413061092,0.0220561709995431,-2610.1769342932967,5.044144601064914,10.042014514942798,119.0,133.7854132231405
im_Superficial-Intermediate,/content/sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/CROPPED/064_01.bmp,207.98061983471075,0.0127582239507373,0.106150346864938,-25606.968478054416,5.431364292471472,43.43829332384656,207.0,182.35427685950413,0.0184017177118781,0.1686880661496541,19602.05725105807,6.403696477687413,56.12140290423857,165.0,226.29989669421488,0.0171438988818668,0.0315394363757344,-16386.57509090056,5.429425166274829,16.42609796038621,229.0,198.426652892562
im_Superficial-Intermediate,/content/sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/CROPPED/119_01.bmp,179.17163223140497,0.0224394749635391,0.0681585007947369,-5200.169881295694,6.160499585826324,20.58010716619776,178.0,153.1661570247934,0.024002106627775,0.1789270590947566,-25470.157583597254,6.3392284327955855,27.552127816468413,154.0,152.5370041322314,0.0191233187489872,0.1020234709146274,3833.657049260175,6.382540370793481,26.26816322640849,147.0,155.942479338843
im_Superficial-Intermediate,/content/sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/CROPPED/118_02.bmp,185.8889049586777,0.0237052341597796,0.0756729978446799,-10003.799422354765,6.226265411040296,20.597705903092848,188.0,156.2936776859504,0.024530708151029,0.1570253429013464,-24092.131858460456,6.557319894018757,27.386805226681936,160.0,153.19227272727272,0.020368497812348,0.1188765352949796,-7625.004322996419,6.803852563542417,29.89088929094124,153.0,158.7448347107438
im_Superficial-Intermediate,/content/sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/CROPPED/026_02.bmp,237.57590909090908,0.0194534111165127,0.0666526483609067,-24088.099619221804,5.010889874018566,21.556875142494352,243.0,192.60964876033057,0.029690487765354,0.103916778265566,-20802.77219183541,6.844664643284236,35.78443671533277,189.0,192.666652892562,0.02269713174526,0.0570051596993191,-27839.743756261083,5.450644025040699,21.99550375624725,199.0,197.75272727272727
im_Superficial-Intermediate,/content/sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/CROPPED/083_01.bmp,230.4362396694215,0.0199703451628585,0.0850017923137224,-13392.058278852965,5.14965595103565,24.56099812375549,234.0,210.4369834710744,0.0246532166585642,0.121717425905111,-8775.044665076852,6.051666946409802,34.092254458176406,205.0,171.03181818181818,0.025159779614325,0.1776978311383555,7889.17799098422,6.989048223227555,49.11078490733859,161.0,200.9411776859504
im_Superficial-Intermediate,/content/sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/CROPPED/006_04.bmp,159.03537190082645,0.02499173553719,0.0147022161000452,726.1866368904614,6.141955332117176,18.13579484372703,159.0,142.49987603305786,0.0229669421487603,0.0194045008047902,1808.7502782972333,6.244766324519004,20.26349973405965,142.0,125.68144628099174,0.0204598930481283,0.0296636076715152,5893.526821377131,6.516376093505392,25.518654875768863,122.0,139.3582438016529
im_Superficial-Intermediate,/content/sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/CROPPED/069_10.bmp,215.703347107438,0.0264263490520175,0.0840509503704027,-9670.647438714712,6.072118507645956,27.388185400655395,212.0,172.7805785123967,0.0295948792740236,0.0999907443698419,24774.78566895978,6.870165573373244,36.83881906017032,163.0,199.2731611570248,0.0253279857397504,0.0393866431175093,-155653.3838600646,5.968224280189738,41.53985279927696,216.0,185.597479338843
im_Superficial-Intermediate,/content/sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/CROPPED/034_04.bmp,207.6382851239669,0.0200849133041646,0.0621040005398731,-8067.624481481055,5.986711143488041,36.39410270820306,202.0,170.0537190082645,0.0267381299627288,0.0778926857486011,32537.84050674517,7.126298100052961,45.89567318111251,157.0,168.65638429752067,0.0220713012477718,0.0675824453153663,-6817.184982244239,6.905161145587131,37.09698265983213,165.0,173.9218388429752
im_Superficial-Intermediate,/content/sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/CROPPED/055_04.bmp,216.19371900826445,0.0225360557446119,0.0518949444324095,-14211.798482694863,6.346106811872845,28.169768571566024,220.0,174.81421487603305,0.0239990277102576,0.0636937220590814,-16992.508845978617,6.973953983202056,33.25696702630201,178.0,143.10995867768594,0.020667638956409,0.0584356223025127,-4080.211714275916,7.128478083439459,37.93323266601675,142.0,170.05229338842975
im_Superficial-Intermediate,/content/sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/CROPPED/044_03.bmp,186.6896694214876,0.0300912331874898,0.0788933368401695,-7053.567010332811,6.683349818566298,29.38049292223545,184.0,149.00446280991736,0.029080538000324,0.0595218345246646,-5260.599558779955,6.6338768649253,28.17046436834075,147.0,228.92276859504133,0.0257684329930319,0.0450632252563767,-13238.742070709768,5.217499863145759,15.205880026364929,232.0,177.19727272727272
im_Superficial-Intermediate,/content/sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/CROPPED/020_05.bmp,179.09264462809918,0.0279609463620158,0.0524460042413737,9127.838739837269,6.489771066801134,25.949639156350237,174.0,128.89512396694215,0.0280978771673958,0.0756644564225264,17325.01445695958,6.629421804144188,29.711598470333403,123.0,118.68795454545456,0.0215352455031599,0.0285986225594953,-4348.803925880846,5.846779862085747,16.585199626249967,122.0,131.5654958677686
im_Superficial-Intermediate,/content/sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/CROPPED/045_09.bmp,211.1595661157025,0.023269324258629,0.0371456692874789,-16770.91798602538,6.309667131881564,31.099858716856552,216.0,170.16202479338844,0.0226919461999675,0.0436945240369998,-26856.331526862206,6.582993022691674,37.42396186295682,175.0,142.39502066115702,0.0185755955274671,0.0501154788819841,-25841.759903813323,6.706455062558663,43.49344602474046,155.0,166.53528925619835
im_Superficial-Intermediate,/content/sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/CROPPED/125_03.bmp,176.7660123966942,0.0229494409333981,0.0359757114787047,-2301.14041374718,5.973023393892948,17.87022379719487,174.0,157.97780991735536,0.0252686760654675,0.0879699571776274,-13305.337004275412,6.100409579749873,22.506254487837523,157.0,166.989173553719,0.0191641549181656,0.0544306365564326,-7558.936487593648,6.068528203366633,19.92000444284431,168.0,162.8145041322314
im_Superficial-Intermediate,/content/sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/CROPPED/062_05.bmp,229.74235537190083,0.0205081834386647,0.0453581481432413,-9835.249361383743,5.215589956013695,21.525163619178095,229.0,201.228305785124,0.0271607519040674,0.0947652858763256,3083.7721195675545,6.3455013683658885,32.889924485575,192.0,218.64365702479336,0.0233490520175012,0.0450686006241878,-33015.23926643993,5.128619791819911,24.207445047279958,227.0,209.6871074380165
im_Superficial-Intermediate,/content/sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/CROPPED/010_03.bmp,224.69423553719008,0.0187822070977151,0.065941925163389,-51538.08242512731,5.426234993347534,35.52388673490613,240.0,139.7767561983471,0.024344838761951,0.0645347037768094,-13282.969983121377,7.107035162306196,37.62739431186926,145.0,90.60037190082645,0.0203347917679468,0.0394140857300479,-541.0463792420924,6.222555924856965,19.15037728805657,90.0,134.754979338843
im_Superficial-Intermediate,/content/sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/CROPPED/023_06.bmp,230.3359917355372,0.0202960622265435,0.0728604526164291,-20382.888286345864,5.64627147279589,23.21387004457061,234.0,192.52311983471077,0.025646896775239,0.1112345708578642,-11488.505483216846,6.668346248525247,32.22365864108302,190.0,160.05723140495869,0.0210278723059471,0.1579025438033724,-3405.1289033529174,7.079694251329373,46.028636314037406,151.0,187.12702479338844
im_Superficial-Intermediate,/content/sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/CROPPED/030_04.bmp,206.30913223140496,0.0248701993193971,0.1056644282552108,-9946.861946945472,6.319540760715199,29.933679021176893,206.0,146.9067768595041,0.0278914276454383,0.1371605023165602,68970.77704886779,7.000581047746375,41.37658772694306,139.0,196.0340702479339,0.0237123642845567,0.0875564235248719,-65708.94647995417,6.851097271989354,44.62445934995803,219.0,168.3684297520661
im_Superficial-Intermediate,/content/sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/CROPPED/123_05.bmp,182.88973140495867,0.024961432506887,0.0513854976594667,-8445.422218624599,6.003819789521789,19.06680648226097,183.0,157.5115702479339,0.026087992221682,0.1224659279384073,-27913.070645560056,6.323579607882664,26.902393792173918,158.0,153.39898760330578,0.0207217630853994,0.0729136438527997,-4449.243742635176,6.63773334800024,28.409035690998174,150.0,159.17518595041324
im_Superficial-Intermediate,/content/sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/CROPPED/095_06.bmp,190.2005991735537,0.0174783665532328,0.0104893574086267,-4663.86879524656,5.7292957883712265,15.78664134943011,189.0,165.49621900826446,0.0180832928212607,0.0243572121927538,-12471.188086184877,5.943011955053646,20.91601629780913,164.0,167.43836776859504,0.0146861124615135,0.0179492304762207,-1559.1633165762332,6.105572401604228,21.115166375258067,163.0,168.89657024793388
im_Superficial-Intermediate,/content/sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/CROPPED/021_05.bmp,238.52576446280992,0.0166637497974396,0.0443280876294285,-13929.805485736142,4.503036993351389,19.524249528817503,243.0,210.81855371900824,0.0260157186841678,0.0468679951347345,-5751.877105541464,6.352489388113041,31.958111962728974,203.0,227.7857644628099,0.0227797763733592,0.0211018192057349,-4630.820567042045,4.461696663205284,9.481259889119068,229.0,219.0505785123967
im_Superficial-Intermediate,/content/sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/CROPPED/020_03.bmp,193.00973140495867,0.0196206449521957,0.0577661444625856,-10629.317780775436,6.7394506805815295,31.68762905380937,191.0,145.7024173553719,0.0194521147301896,0.0804155968836154,-7846.9028778349075,6.886688139449306,37.20959257073853,141.0,77.31669421487604,0.0148303354399611,0.0550399249479581,7695.738416198209,6.471518772230766,30.676967196000845,70.0,130.64995867768596
im_Superficial-Intermediate,/content/sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/CROPPED/007_13.bmp,156.06778925619835,0.0237708637173877,0.0326003176628323,-8243.973955100242,6.378431825396971,22.68185306221148,158.0,136.80518595041323,0.0217465564738292,0.0393045888643542,-9506.574409898914,6.491946407048463,25.03512412687557,138.0,110.75539256198348,0.019392967104197,0.0420297313756912,-13867.86672440313,7.023579315790999,36.65851774689771,117.0,131.21280991735537
im_Superficial-Intermediate,/content/sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/CROPPED/052_02.bmp,216.1029752066116,0.0210319235132069,0.0629409370202611,-3461.148956476259,6.1124122285760265,20.873739270867247,216.0,173.30456611570247,0.0218544806352293,0.081880370034346,-7282.170136275331,6.252097862650623,22.882945664644737,172.0,129.51485537190084,0.0174138713336574,0.0779137770881466,10607.129502823938,6.542079841839101,28.31439538343519,124.0,165.09345041322314
im_Superficial-Intermediate,/content/sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/CROPPED/015_04.bmp,247.021652892562,0.0121302868254739,0.0344466903064114,-13411.571970468663,3.3380204922315966,14.584849568554612,255.0,215.7806611570248,0.0232403176146491,0.0750778141555398,-10708.074082235027,5.870064789112181,29.171193725395,213.0,221.43068181818185,0.0226470588235294,0.0469338679459594,-17635.540266637527,5.9369643880400425,23.729527686952974,233.0,221.0387396694215
im_Superficial-Intermediate,/content/sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/CROPPED/018_06.bmp,176.52497933884297,0.0259376114081996,0.0626048257379618,-18168.028851321767,6.503027424597969,27.275968671006385,178.0,136.63561983471075,0.0238674444984605,0.0546531813971688,-6113.387316070289,6.647000068743341,28.81495027458053,137.0,107.40830578512396,0.0235098039215686,0.0102439823213858,-826.3214382649358,5.441486400594693,11.09259027969153,107.0,132.4427479338843
im_Superficial-Intermediate,/content/sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/CROPPED/017_04.bmp,182.98537190082644,0.0260043753038405,0.0528995195902986,1542.4320670031757,6.312552983490219,23.057059855046795,179.0,142.25225206611572,0.0226682871495705,0.0619542116028243,10072.237141160069,6.532142890577505,28.927255319163947,138.0,113.5048347107438,0.0209192999513855,0.0163660678164692,-8692.558466815173,5.526518726395903,15.45198833703031,116.0,138.29896694214875
im_Superficial-Intermediate,/content/sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/CROPPED/083_04.bmp,220.9692768595041,0.0203970183114568,0.0979165577501229,-39937.45490650875,5.92513911933866,33.37422773263518,226.0,199.91177685950413,0.0237924161400097,0.1067465843059767,-29716.241207391635,6.747782840670372,38.90425237735738,201.0,151.4547520661157,0.0216454383406255,0.1380292848365927,7859.975205618103,7.4552355499285055,52.55227442904638,148.0,187.82710743801653
im_Superficial-Intermediate,/content/sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/CROPPED/082_03.bmp,226.0069834710744,0.0209557608167233,0.0988229440918035,-9244.471031852512,5.231161861027119,25.861677366130166,225.0,196.9486776859504,0.0251267217630854,0.1520130650489124,11849.669748220973,6.112117322214993,41.97892537854484,184.0,196.253326446281,0.02513693080538,0.1471091178812334,-147390.31402768215,6.615699834962654,46.16095872959726,214.0,200.0559090909091
im_Superficial-Intermediate,/content/sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/CROPPED/067_10.bmp,219.43609504132232,0.0247551450332199,0.1327394174274678,-39866.75339261178,6.0842960084125455,33.45167550126909,227.0,177.94311983471076,0.0317227353751418,0.1728089838054363,-34048.82013379968,7.303610041184586,44.80939117388306,183.0,180.57956611570248,0.0257559552746718,0.1946187653025456,-152623.24063984057,6.811565440472223,59.370956946451216,217.0,183.46179752066115
im_Superficial-Intermediate,/content/sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/CROPPED/063_01.bmp,251.06745867768595,0.0103710905849943,0.0222897221421498,-6922.00602634538,2.3872126778443783,10.76583472196602,255.0,232.74671487603305,0.0209042294603791,0.0478826354200281,-17909.23617189339,4.804734447973749,23.389615012813486,231.0,212.4851652892562,0.0278191541079241,0.0484488958273311,-28689.958498099222,6.2420576533114325,28.3662627530661,217.0,228.7925826446281
im_Superficial-Intermediate,/content/sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/CROPPED/066_03.bmp,237.2786776859504,0.0159222168206125,0.0329699820011873,-17784.460985434034,4.532938360567919,21.099654924213976,243.0,209.86913223140496,0.0266515961756603,0.0555442845998903,-10716.29084736594,6.450412297768437,32.74343826876159,202.0,233.8627479338843,0.0227444498460541,0.0274979176766426,-7657.560674290135,4.427268554370231,10.197033309577252,235.0,220.1698347107438
im_Superficial-Intermediate,/content/sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/CROPPED/007_04.bmp,132.9825826446281,0.0226464106303678,0.0511925784656708,7629.86264891559,6.314858059618418,23.515783479799044,127.0,109.62514462809918,0.0208408685788364,0.0591915679794511,12633.319907902567,6.297588949622882,25.293136787953447,102.0,124.26948347107438,0.0191931615621455,0.0332299098037049,-17312.0530163685,6.104182692783781,22.14626254640995,129.0,116.66737603305783
im_Superficial-Intermediate,/content/sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/CROPPED/008_04.bmp,128.89111570247934,0.0233808134824177,0.025228856862139,23.90776348720474,5.648863930394456,13.417113301068913,128.0,91.80088842975206,0.0200994976502997,0.0231574115971113,-31.028625345994,5.592241371810626,12.606577190771922,91.0,93.4942561983471,0.0188646896775239,0.0224687464415018,1250.664213393981,6.069349028141336,17.480699157693905,90.0,96.5357438016529
im_Superficial-Intermediate,/content/sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/CROPPED/017_08.bmp,180.40097107438012,0.0281469777993842,0.0735138987108764,-14863.80402314436,6.4821688191119495,26.05154194860622,180.0,138.71469008264464,0.0247878787878787,0.0681654309312123,-6164.297698267095,6.602089924553162,28.530797900331685,138.0,108.07347107438017,0.0217228974234321,0.0113123539997793,-960.930967335114,5.468459072931909,11.360769399124004,108.0,134.30481404958678
im_Superficial-Intermediate,/content/sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/CROPPED/004_07.bmp,133.80105371900825,0.0249732620320855,0.0527052364308653,-2543.48122403126,6.611163702614584,24.45742773917464,136.0,105.84489669421488,0.0218599902771025,0.0543782603424454,2113.318747346569,6.718693876287683,26.411308246565767,106.0,111.17287190082644,0.0203192351320693,0.0724748616376786,-13480.792876532614,6.873149384846221,37.91875900827178,115.0,110.6261570247934
